epoch,loss
1,0.5781308234105875
2,0.09301029113523754
3,0.03375494682494505
4,0.02900520429291107
5,0.026987636852779506
6,0.025180315023955003
7,0.022687012444675705
8,0.019241276059161733
9,0.016612451799489832
10,0.01577171950060644
11,0.014846363449814144
12,0.01386678418903439
13,0.01329923379752371
14,0.012531522362504476
15,0.012548594425121943
16,0.012680167907182082
17,0.0132201604752077
18,0.012609919521635697
19,0.011877346714889561
20,0.011567399894565712
21,0.01110851345008906
22,0.011356708869613983
23,0.010435022361990478
24,0.01041245092580348
25,0.010362195678883128
26,0.011564807138509221
27,0.010013990449132744
28,0.009870392086421266
29,0.00964928325265646
30,0.00957815172035753
