epoch,loss
1,0.5280043379760083
2,0.1953746799701526
3,0.062069437156120934
4,0.03432989755162486
5,0.026475696307089593
6,0.021513940662973456
7,0.018567783930511388
8,0.016680291497413024
9,0.015060603250691921
10,0.014115624095278757
11,0.013743087085952729
12,0.013712645082929988
13,0.012602660437057048
14,0.01200605973739315
15,0.011848173265195923
16,0.01144077466731822
17,0.011438125790453252
18,0.011200970763133632
19,0.010310409786064683
20,0.009674866430829336
21,0.00943668988061908
22,0.009004133868456624
23,0.008857723578442762
24,0.008936091929812122
25,0.009419188259836331
26,0.00939121234725103
27,0.008359861226729404
28,0.007949045410862676
29,0.00786796107566283
30,0.008259432620288413
