epoch,loss
1,0.6528616117106544
2,0.18264317402133234
3,0.12070717267048212
4,0.09540586835808224
5,0.07718892883003493
6,0.061096025009950004
7,0.0539889274004065
8,0.0509256185894763
9,0.047275304702329046
10,0.04626072612073687
11,0.04653532145383917
12,0.04475602548983362
13,0.0454430357541567
14,0.04559846199405046
15,0.043772376199931275
16,0.043977347651013625
17,0.04249420612590549
18,0.04271904473411448
19,0.04192869015681891
20,0.04212462708905891
21,0.04375979584860213
22,0.04228967297132368
23,0.04163128321553454
24,0.04148404125446155
25,0.042181113803828205
26,0.041691923766960334
27,0.04087534503160435
28,0.04175394074416455
29,0.041321881805305126
30,0.04117175853914685
