epoch,loss
1,0.518965768777294
2,0.08014585942397882
3,0.04322067606780264
4,0.03420740869586115
5,0.028227387548044876
6,0.023286009897236472
7,0.01974416586260001
8,0.017505873339595617
9,0.01667348263256344
10,0.015217268713002588
11,0.015081516018620244
12,0.014007104698706556
13,0.01347877372654132
14,0.012969127775710305
15,0.01350518848379085
16,0.012613904248509143
17,0.012365146942528677
18,0.011682922216017305
19,0.011806014982730519
20,0.011076030965296574
21,0.011533906303898053
22,0.011721313586113629
23,0.010409954987052415
24,0.010093317194669335
25,0.009650689998158702
26,0.00990331338511573
27,0.009002955411963257
28,0.008902972713572743
29,0.009134677813652858
30,0.010659963536409684
