epoch,loss
1,0.5446929122194831
2,0.15471625475235928
3,0.0433751122083193
4,0.022654131353821282
5,0.01698355395116924
6,0.01440745791029415
7,0.01155968765831656
8,0.009824982827046403
9,0.009495626341689515
10,0.008779716919417735
11,0.008835103449032263
12,0.008653345448827302
13,0.007856309908315724
14,0.007360304665556292
15,0.007145001535752305
16,0.007376821861130956
17,0.006587354334094274
18,0.006423577401833034
19,0.006013812175319519
20,0.006706139417710128
21,0.0055343971047320485
22,0.005858901790400714
23,0.005426878980533393
24,0.005793855094385368
25,0.005472937133163214
26,0.004687973257890086
27,0.004753023046816205
28,0.004515712218428099
29,0.00428568044056495
30,0.0042225620019491076
