epoch,loss
1,0.4528063454745728
2,0.10095838015830075
3,0.0432860819093975
4,0.014295507958273829
5,0.011488439837171708
6,0.009500798953260168
7,0.006593060921187754
8,0.0059106542245933305
9,0.005493697040587848
10,0.004903744348543294
11,0.004495303707059335
12,0.004269242056725938
13,0.0040097728423360325
14,0.006673087791344266
15,0.005740325121829907
16,0.007336197806131325
17,0.004823724471929448
18,0.0036457417285598722
19,0.0031820225448888025
20,0.002983611413381166
21,0.0031957748708211714
22,0.004941635627161573
23,0.005125487073796031
24,0.0030683117924419083
25,0.0033115283011194365
26,0.0048591050026179465
27,0.005814334205179302
28,0.004466762260338406
29,0.005290808239491817
30,0.00293296152714318
