epoch,loss
1,0.4865005960067113
2,0.10672168792397888
3,0.04892074095982092
4,0.01835202913225433
5,0.010943031938815559
6,0.008162184376959447
7,0.007359415016792438
8,0.0070709270471132095
9,0.00657212617519645
10,0.006160074890947637
11,0.005923442036649327
12,0.006307152697793496
13,0.007532418165125965
14,0.005783109988925265
15,0.0048714200506147776
16,0.0048140037321933995
17,0.011987641424998457
18,0.005239494058682963
19,0.00585705477077468
20,0.004938457273291769
21,0.003951589151481052
22,0.0038641565364360073
23,0.003860660817152188
24,0.00359409308221973
25,0.0033685878798779515
26,0.0033282006395129876
27,0.003467303798476487
28,0.003343449937133693
29,0.0038031302392482758
30,0.005393668750507964
