epoch,loss
1,0.45627212349647356
2,0.04775549586356422
3,0.020113060135900238
4,0.014607677914570143
5,0.013089767151316743
6,0.012010025918299768
7,0.011364797854589092
8,0.011453230589352272
9,0.009232292699133173
10,0.008182418101501686
11,0.007098118763095067
12,0.006633196940162667
13,0.00624075759616163
14,0.006661980803825973
15,0.007933095017057142
16,0.007551421106643515
17,0.00668087748258754
18,0.006204836731661617
19,0.005884375382950644
20,0.005668385431492402
21,0.005439940667538731
22,0.005500290496849719
23,0.0067865996173134555
24,0.005902956360606132
25,0.005113127489033856
26,0.004593926433036908
27,0.00436961432390007
28,0.004361274410729055
29,0.00413142733655318
30,0.0040432017204570184
