epoch,loss
1,0.4635026360183586
2,0.048582876170123065
3,0.0176163725439965
4,0.010086561788885314
5,0.008913264862825105
6,0.008617008030184625
7,0.007501195874755029
8,0.00616241359140402
9,0.005644672331802639
10,0.006196649906076031
11,0.005053317295042453
12,0.00418525924158777
13,0.006759260289577974
14,0.006155232450476399
15,0.00449050313298717
16,0.004617780492997464
17,0.00382420571555418
18,0.003414981593205421
19,0.004048733753554615
20,0.0034907164862724364
21,0.005171483526305284
22,0.004401512921178415
23,0.0036928840613935465
24,0.0038586509597982152
25,0.004539719624674798
26,0.006156301068395008
27,0.007956018636899966
28,0.0032646404033135853
29,0.0025074094372950955
30,0.0024223107597388235
