PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,Round,Phase,Individual,Puzzler,Cohort,cluster
-2.0314728014055916,-0.3151805161836335,-0.8483261862512316,1.62092278301074,-0.9404491963709892,1.5370771295750314,0.9889969658851852,1.3773950000952535,-1.437359136078315,-1.7855838253975225,0.4255093994412939,-0.794622521170436,2.1380273431734933,round_1,phase2,1,1,D1_4,0
-2.0976412900500394,0.8731689980680001,0.7451766025021652,2.47558481562893,-0.8729775170403791,-0.5925162694827398,-0.6071598855665645,0.1810016249306952,-0.2031898542166119,-1.49805573876436,1.147822256525851,0.0801623329242145,-0.4892039897174079,round_1,phase1,1,1,D1_4,0
-0.8808861276923058,-1.3484469588707435,-0.5709212128519997,-1.284503625502893,-0.5406708304916851,-0.8546531824220931,-0.115114580634694,0.64545861075605,-0.3399682241865511,-0.9709543712548032,-1.2064629847517867,-0.4055123968791807,1.4880150078630308,round_3,phase3,2,0,D1_4,0
-1.3670265358696956,0.8561948785702127,-0.445407196931051,-0.6540801331599827,-0.5455759411641848,-1.0865972002973596,-2.222799219113811,-0.6314503719163456,-0.2137601887407997,-0.8566202797261819,0.9104940797988154,-1.2951843615112193,-1.312739766051895,round_3,phase2,2,0,D1_4,0
-1.3109458616223206,-0.0518060604631781,-2.1120057889307517,0.941172597572069,-0.3191495626903123,-1.2988827103341571,0.4900447307297873,1.1879678470817814,0.5092823582068623,-1.5829371618815842,0.5343157470244463,-1.624702109217773,0.4429658774125838,round_3,phase1,2,0,D1_4,0
-1.2907374380280976,-0.6418763704861998,-1.86182968288564,0.1417186335731725,-0.2615575678693597,-1.2710126183308057,0.767117670203699,0.2890224121593241,0.2950627790307317,-0.4949288193614826,0.6030707235291027,-1.4975450118741669,-0.574764609661989,round_2,phase3,2,0,D1_4,0
-0.1615087880724618,-1.9923686828368377,-0.8849824153777472,0.0335166835594105,0.5177696978415769,-1.208836654811041,-2.81057889828246,0.0196045150004618,-0.8058450753098803,-0.3808310620108395,0.4259347837502206,-0.2509927381649781,-0.7037333421947732,round_2,phase2,2,0,D1_4,0
-0.2759836846333426,5.350437748740476,0.7274017147003727,-2.164397411837802,0.3502350162504856,-1.4446590445215686,0.4003318801513526,-0.4906880109994244,0.4583060381509399,-0.050839998937632,-1.595597409270246,-1.6320101198165655,-0.2799920667210832,round_2,phase1,2,0,D1_4,0
-1.1376426328106006,-1.069547759570534,-2.036098723952581,0.8558285127856492,-0.6298450053310543,-1.1127574184241151,0.7686916976318642,2.0502911069854033,0.8544881215407754,-0.9307920283514132,1.0442546246094886,-1.4386680730574797,-0.4879229250245911,round_4,phase3,2,0,D1_4,0
-0.1480902887131787,-0.8231277819992743,-1.5990585232332557,-1.457057017828679,-0.2134379610318504,-0.6110291414177741,0.3975730051324904,-0.8195318446159131,-0.3882224967182618,-1.1323925439748423,-0.5569869866859449,0.1978356520135414,0.2008632432094459,round_4,phase2,2,0,D1_4,0
-1.2581781576777478,-1.6481077385285705,-1.218803702395924,-1.6850374076853778,-0.4427817621846568,-1.0206380394086731,0.5347910002368805,-0.8957408266136369,0.2466631591821276,-0.7194109391481609,-0.4830888703437055,-0.7790530487035239,0.5279926659586586,round_4,phase1,2,0,D1_4,0
-1.404962824668194,9.722155124125395,2.068458862941834,-1.546978228826155,-0.2509447452717609,-1.1472799849265822,0.2010485862091115,-0.2313198792424764,-0.1259830342348339,0.3763317336604487,-0.4670006796623154,-1.1005023970236667,-0.6299247443110092,round_1,phase3,2,0,D1_4,-1
-1.385718775392097,-0.1318543842255262,-1.506693304667949,-0.4125538538130219,-0.2757365258131283,0.0472000210956563,1.0069548934680708,1.9008420973541855,0.4644623184354717,-0.150838306084011,-0.2166464547240387,-0.0499775830620686,-0.5845595239687688,round_1,phase2,2,0,D1_4,0
-1.3979543843465103,-0.9929998862367124,-1.1906877410763892,-0.7994551589889015,-0.564871953002136,-1.0885512528731478,0.3433320296413066,-0.996702952165362,0.0629553470364031,-0.1355293902712455,-0.4935694249517687,-0.6965503753056692,0.2744538218478463,round_1,phase1,2,0,D1_4,0
-1.333075192943148,2.8757117073952307,3.524605223553439,-2.052716513741716,-0.5812800275497314,1.0104606241616807,0.1895088298587715,-0.3040149431152029,-3.1268191781144945,-0.5759233350363206,-0.5278011600642933,1.1989476936596009,2.481155294664916,round_3,phase3,3,1,D1_4,0
-1.6382334797554687,3.401175437022226,1.3906712292035637,-0.5566973098534559,-0.5563005112119461,2.6198607177319824,1.052704053534986,-0.661528704961769,-1.0544226952210385,-0.0691925739137358,-0.3151053904794574,-1.7516631995393928,-0.1324205025856089,round_3,phase2,3,1,D1_4,0
-1.3764220285590731,0.1697732506926273,0.9891590507942568,-0.0361539933517693,-0.5295350511940434,-0.3918468008672127,0.5026632819854407,0.5760267004209979,-3.4245190607391893,-1.339009153102093,-0.0855950730169403,1.8945195229695475,1.3711526432726484,round_3,phase1,3,1,D1_4,0
-1.4639227954488094,-0.4231437368575691,2.6589003618816576,-0.645204241205594,-0.7948236099271574,0.784938010643152,1.0757707848987808,-0.9716169332467516,-3.020884580442152,-0.4348483144903987,-0.0563196763772555,-0.1169178435344269,-0.6365151181267144,round_2,phase3,3,1,D1_4,0
-1.5238493883190665,1.5448669953495933,-0.8539823548328226,-0.5788203974239642,-0.492975217336713,1.8080828159526052,-0.628974894533439,0.2546779157372748,-3.3703425734859733,-0.4445851701948052,-0.6426261636154726,0.9276997004547172,-0.7562971966550001,round_2,phase2,3,1,D1_4,0
-1.0162242244988795,1.7361553875614073,6.449100976232046,-0.0725362374155229,-0.6006452248949106,5.495443824878154,0.2476806857627183,3.638025866915936,-4.487404342883687,0.0145111626523608,0.0635088604765159,-1.1719082224633048,2.294521968261017,round_2,phase1,3,1,D1_4,-1
-1.408423648275881,0.212794738005845,1.4699088601052466,1.2551402839807844,-0.78665451529103,-0.6688940567383637,1.136202238600678,-1.343396285955384,-4.537873195881468,-0.5015247150793759,0.4582525554231572,0.977161145998513,0.3041239812368594,round_4,phase3,3,1,D1_4,0
-1.4659832192552509,-0.2454611414975326,-1.7326098580723843,-0.6016318359361799,-0.1738495235388455,0.5467634519780203,1.093086586386028,-0.4598666127301578,-0.4578739863007214,-0.9491304503396482,1.686955356824072,-0.6725726346517059,-0.158987695136047,round_4,phase2,3,1,D1_4,0
-1.0719481625866216,0.2662060245054737,0.1165638170551291,0.2218848995233581,-0.7784907136573347,-0.7140786199619163,1.003893396054637,-1.3603388982790825,-2.738864347554919,-0.5151113587292496,-0.7785709557594538,-0.0902061305720994,1.0440713025884452,round_4,phase1,3,1,D1_4,0
-0.9906934867544864,0.3136540888948553,2.7377714290973025,-1.0397905362777318,-0.7829082246350284,0.7536294383071858,0.273721241634678,-1.1410816229352556,-3.660276924696233,-0.5012983189179794,-1.0958004845497755,-0.2759207171919361,-0.9950964657474548,round_1,phase3,3,1,D1_4,0
-1.4390504305218812,1.6166442548730595,4.7552991668982845,-1.532165050971895,-0.3613624420257241,-0.0623379524302709,0.0701784174222923,0.2182665798157904,1.4325026336847424,-0.7007282548803181,-0.0665191419880647,-2.8361344504078736,1.833291719936127,round_1,phase2,3,1,D1_4,0
-1.1446098147144406,0.5425738670551836,0.2697889846347633,-0.8768242715721233,-0.6881438387189578,2.661915246835264,0.8277509142112943,0.2408619398136438,0.1527568415326048,-1.2294216188637024,-0.7695369442363217,1.0060021308388816,-0.6696834471308357,round_1,phase1,3,1,D1_4,0
-0.32852457217479,1.7159557558328855,0.213882981587249,0.9343510696989112,0.2615697204209367,-0.3810234599705269,0.4240113327212598,7.264370302602696,0.838038322422901,-1.0743802604008803,1.2347751489193142,-1.7051272957060346,2.064663681350759,round_3,phase3,4,0,D1_4,-1
1.2989274200146594,0.0298393633770216,-0.0001126478226243,-0.8671337804488859,0.4327585703102729,-0.5964395697232749,0.9359300397329876,-0.6543659445288239,0.1583558961241257,-0.7643899965172507,-0.1635835723053211,1.576436216705244,-0.0872033231063168,round_3,phase2,4,0,D1_4,0
-1.2378438948537125,-1.2503763446004643,0.2984159752017043,0.606041993106503,-0.240250325758849,-0.7285744951863241,0.3697478980328627,-0.6737012931288016,0.6527229072087252,-1.5375768555700613,-1.0338124029076836,-0.8513068902928134,0.2595823293785551,round_3,phase1,4,0,D1_4,0
-0.842232634480017,-1.8455027393265215,-0.1487231113826257,1.6937212257830054,-0.4803786613913685,-0.6051848532749827,0.648944133907779,-0.4623494418906196,0.5483660709483327,-0.7172493016956492,-1.3422332865191142,-1.0183845684531536,1.7758694656042662,round_2,phase3,4,0,D1_4,0
1.0718107943267483,-1.7053987757447222,0.9905563402490424,0.1033160401863128,-0.6182894267762876,-0.3858918420026021,0.578212665583173,-0.2472007528859449,0.6186140196079521,-0.5355742698499311,-1.0908417043052423,-1.3634932995109006,-0.90929130209243,round_2,phase2,4,0,D1_4,0
-1.285112241344588,-0.9600205707587488,0.3071210144652467,-1.373213229624154,-0.2925821376893942,-0.1460014704710648,0.4427900096488382,0.6584409187193556,0.8564275214500066,-0.7013653096076176,-0.4709023331205009,-1.0575347161147135,-0.6550807078653456,round_2,phase1,4,0,D1_4,0
0.1412751930172826,-1.7501371990579622,0.7133695050791057,-1.4165290386033529,0.714907079089297,-0.8880748605973461,0.3745479988107331,-0.8291155604717865,1.001276695654466,-0.190961789295698,-0.1716773804437936,-0.9785202163358464,-0.5972906239791678,round_4,phase3,4,0,D1_4,0
1.8522185289015345,-0.0305864184019671,-0.7610250453174908,-2.3881693435927493,0.8900521371181908,0.4465891569591892,0.9880213490397912,-1.1976345695984365,0.8594142885056496,-0.7247679526670225,-2.445099527216107,-1.005982743666626,-0.3616621601537161,round_4,phase2,4,0,D1_4,0
-0.8835898269668517,-1.0668372904359,0.4256597871872133,-1.14971538612197,0.2733103969333507,-0.1739499893449636,0.757083298026653,-0.6642150828737302,0.7903891527776679,-0.3353330294576727,-0.8479897632333425,-0.7903965565949795,-0.5444153951661092,round_4,phase1,4,0,D1_4,0
-0.451549468898378,-0.0240606391052744,-0.8850081260349838,-0.4296872328531866,0.0874816064557577,-0.7993206357279651,0.6290745188297849,-1.6779703317466164,0.4288057931744488,-0.9128427052045628,-0.293131733473902,-1.545521205816735,1.0996882669731696,round_1,phase3,4,0,D1_4,0
-0.6602873742266646,-1.893444735000426,0.3230191392020066,-0.8280461634737549,-0.2488505584340118,-1.3150840173051916,1.0484096577270978,-0.4080801244192289,0.2340570063130655,-0.7790005503796482,-1.357224011980653,-1.1608426545276942,-0.7727895170173561,round_1,phase2,4,0,D1_4,0
-1.502283783910128,-1.7216614560467385,0.2744191975253169,-0.9202160024929076,-0.717923249818509,-0.3446317817598358,0.4540768919309515,-0.8361292393233477,0.3878019590688179,-0.6528984399917538,-0.5042102350162422,-0.5470168706055268,-0.6999920268587847,round_1,phase1,4,0,D1_4,0
0.8940734492423389,-1.198630568687652,-1.1647514311791525,-0.6361493545833331,1.1490726042047394,-0.8868523487999388,0.1333979895529097,0.3423007199382847,-0.0822783707824513,-0.7181200951849556,-0.4374309062122703,-1.176216327410553,0.3405488955111989,round_3,phase3,5,0,D1_6,0
1.693943281474981,-0.4385438263357842,1.0849400426539355,-0.6256977635117476,0.668260156740321,-0.3440077514017798,0.6813696184264129,0.4557367438147245,-0.4824539471908067,-0.9530237492361197,0.5620631922452682,1.192709064044895,-0.1770708521056456,round_3,phase2,5,0,D1_6,0
-0.2671934049091899,-0.93206455190252,-0.8874749342395943,0.570848396623938,1.2088584611389968,1.5705609628898372,-0.2738299650515192,-1.0354279412560647,0.1319516907581037,-0.6976747413386128,2.0794865603020143,-0.5208126386655874,-0.423598652021207,round_3,phase1,5,0,D1_6,0
0.0008541324512968,3.1074050049588497,-1.2011092692116203,-0.583848602018005,0.9161836479321508,1.736913780727936,0.8018727925107775,0.3498990350189537,-0.8127849490157124,-1.1120044134990477,0.0389266509608868,-1.788049895398076,1.893829707694303,round_2,phase3,5,0,D1_6,0
0.3939584474572599,3.601008230726409,0.5361713401313941,0.9956273086023796,1.5895337318518477,1.18517807341581,0.5368749757265919,-0.0083360381182604,-0.2832765431850607,-1.5952760293089407,0.2843649547924449,-0.2662171811006217,-0.0547012305025941,round_2,phase2,5,0,D1_6,0
0.4993104267880822,1.5695114579688614,1.2350001823557422,2.756909839119373,0.8510002759696599,-0.6054237265346847,0.5789227183103199,-0.0167836530537845,0.1988556912013928,-0.5764110296361027,0.2730879003528267,1.309559609056961,2.3736489633756195,round_2,phase1,5,0,D1_6,0
3.527957571224503,-1.1312681891405347,-0.799366807631519,-1.732523250006163,1.985373185450273,-0.5146112222954684,0.8115183941814085,-0.5477590058546605,-1.106639761570552,-1.340936320331025,-1.152393651890972,-0.9528800411301838,-0.5566317243718261,round_4,phase3,5,0,D1_6,0
0.201264252445358,-1.357312379573765,-1.0307674348287803,0.6084898723210692,1.088646997091917,1.1821685253392646,-1.041999000288798,-1.102346188510681,-3.0819632362638707,-1.173886227635645,2.3693915756401176,-0.6621888194599465,-0.5804847911338763,round_4,phase2,5,0,D1_6,0
-0.4439403813129211,4.352925158147098,0.7929204968305708,-0.1053463276785658,0.9066456008191458,0.0383235939530104,0.4002962037860029,2.193333051125551,0.66807296190377,-0.910649716273266,0.1230520521416784,-2.913424735407439,0.3216832317185724,round_4,phase1,5,0,D1_6,0
-0.9132259413194102,-0.1719085002465407,-0.7164712684677877,0.1153124582860161,0.8775819465463505,0.0696955800911126,0.454933222905929,-0.3714595179151527,-0.7173639296907146,-1.1488883319992538,0.2018914112616542,-0.48712961571197,1.094065778545807,round_1,phase3,5,0,D1_6,0
0.3870485723149157,-1.968513664712071,-0.1793935957584946,-1.3431969681032845,1.3890972128510923,1.8480492591244304,0.4718140712611021,-0.1154592689966413,0.6066314885369806,-1.1542152359132358,0.2009346662456461,-0.9484645025250622,-0.02418871904673,round_1,phase2,5,0,D1_6,0
0.6167671770746618,-1.3355470375459826,-0.6730497156965313,0.2192705673966915,1.1496141286141643,0.3956651609425437,0.2225445167513461,-0.8935031601871488,0.1637688960469093,-1.3427976052863833,1.307001564756918,-1.0400590986958682,-0.0337475313006141,round_1,phase1,5,0,D1_6,0
1.7246698727131868,-1.5559698931978796,1.2010733345496654,-0.5363586251865986,1.120203468153016,-1.031418545251845,0.7634305948767292,-0.3161081690098671,0.7846088954448946,0.2161347858606374,-0.1513708012115041,-0.5059970384552706,0.1744739486532484,round_3,phase3,6,1,D1_6,0
-1.5419510277542572,-1.8440546634352024,1.1461868158983928,2.0601469938875794,0.9805735228752848,-0.7415696598650031,0.9974111644555856,-0.1323531862744162,1.2178451658176257,-0.2946340549992142,2.6393558843071783,-1.2454942362577228,-0.3744940301253335,round_3,phase2,6,1,D1_6,0
-0.6231340632508443,4.423933482433415,7.839023615508423,3.641362381638261,0.702991003508976,-0.859116785006327,0.6597817441758266,-1.725916095650922,1.172619103635216,0.9693482694188648,0.5542862908827909,-2.2405571055592293,-0.2755932997374684,round_3,phase1,6,1,D1_6,-1
-0.1518232286785354,0.336956068500602,-0.2175669438885975,2.2812451638804365,0.5737949862519329,-1.002216269848379,1.0241142008863395,-1.3888130345507406,1.0533925672063476,0.1021768638125263,0.166704693043432,0.41607805114609,-0.6025669354896145,round_2,phase3,6,1,D1_6,0
-1.2243667118420412,-1.991160580655701,0.7645726922794012,1.6357734492506415,0.8694088721561608,-0.980777995197372,0.7481389252904014,-0.6160371019442623,1.0450514759805458,-0.4501402178246155,1.6135960329042969,-0.6888177830758081,-0.327931166510796,round_2,phase2,6,1,D1_6,0
-0.3692444735238835,-1.921879842036627,1.559843734854695,0.3371447223577745,0.5843611937760128,-0.9564357518237512,0.6603393759743128,-0.5709460980818717,0.9737991034303471,0.3447669306880259,-0.2179924267973207,-0.5987711431636201,-0.2496656139854157,round_2,phase1,6,1,D1_6,0
-0.4844821157670057,-1.7678810795912914,1.23426087884989,-0.1705349894865936,0.6955019441924948,-1.1863123226239265,0.6919043641487976,-0.6571774691559829,0.8198174713625924,0.0684898932172492,-0.2772372074221357,-0.5221092520978378,0.5241996095920292,round_4,phase3,6,1,D1_6,0
-0.8008553357567509,-2.5527913189480222,1.687588449888275,0.659922402141174,1.294800020694162,-1.2011561252215903,0.2974403747815319,-0.2876589239924609,1.0494885833707015,-0.2326137175912241,1.3672848664263233,-1.0860446782629027,0.2508912586008854,round_4,phase2,6,1,D1_6,0
-0.4379990621831061,-1.8838087580063776,0.9308935861992784,0.3213876693088339,0.9837632556232104,-1.050730184573533,0.3555175540420363,-0.8778599506198317,0.577240734619855,0.0482166654264948,1.069647229161745,-0.686125497035009,2.1473578782637284,round_4,phase1,6,1,D1_6,0
0.5330759485756178,-2.015895871203827,2.1194222817252095,1.0246578513412652,0.301080234258786,-1.3054560209156634,0.9248688180843992,0.1596396060854555,0.9633672684532876,0.2256680335192386,1.161163176502618,-0.9302245128813738,0.1066555605157643,round_1,phase3,6,1,D1_6,0
0.2992565461990483,-2.282691434006575,2.4733197507674767,0.0166193367852639,1.805129764707418,-0.0359750876407439,-1.0406549962660705,-0.6176278629112991,1.089199135116611,0.1697261702345694,0.5525639827288027,-1.2929954929193863,-1.1825611559963147,round_1,phase2,6,1,D1_6,0
-0.3168519015967584,-1.9995570147555477,2.2672141723925345,-0.4376784456718766,0.3118026598397998,-0.5504180189998785,0.3840903257381576,-0.3682992794847307,0.8997214708360026,-0.1397649785493929,1.2074175638458269,-0.4947723593792438,0.4028014210992443,round_1,phase1,6,1,D1_6,0
-1.8244248240398704,-1.544555024332422,-0.0245993929063009,0.9247196616445692,-0.3307035607514578,3.428341780017017,-1.4043285329177606,-0.6264658124684185,-1.0705814392706727,0.4778649744602067,2.853998597105052,-0.4622338733377288,-0.5689478476046412,round_3,phase3,7,1,D1_1,0
-1.664720160996409,-1.0636867994919847,-1.8052089876956816,1.0194523955237116,-0.6496351521764842,-0.8020609203820614,-0.92969020989077,1.9812752340706243,-1.7710142351165343,0.2382848772637044,0.2122539433652125,-1.1900664764461475,-0.9741985924414632,round_3,phase2,7,1,D1_1,0
-1.432435360660773,-0.8881187511589446,-0.7506609037635537,-1.005523870804406,-0.4768271860922249,-0.5761322936858166,0.1590709389536335,-0.2299049121613187,-0.0862937863892684,0.4517785908204628,0.4801021638250887,-0.3616204034442468,-0.1035792900856779,round_3,phase1,7,1,D1_1,0
-1.3211807227057033,-0.7874054501349982,0.2298116413173796,0.739620115232606,-0.6110815604275461,2.406695538466378,-0.3416565999519591,-0.7426713139083113,-1.6594614732403934,2.0567715223916823,-0.1235972364877815,0.0320751934027004,-0.1561724828363831,round_2,phase3,7,1,D1_1,0
-1.8415085554446224,-0.1954485478249392,-0.5195329478667319,-0.1796355983446778,-0.4019355824486147,-0.1478767013589756,-0.8459412810021597,0.7308742169363481,-2.122199007916326,0.7947081016603748,-0.6113338160408475,-0.0319730393113807,-1.255208951909189,round_2,phase2,7,1,D1_1,0
-1.1249476450160425,-1.505082835416475,-0.5507522893380439,0.9039269368381876,-0.4885163880573365,2.950105885966911,0.6438961990447172,-0.0673311951596306,-0.7940051183554464,1.0381835062846867,-0.2852866685689132,-0.4546841365883436,-0.565835238093825,round_2,phase1,7,1,D1_1,0
-2.0432336351560063,-1.2213666531225271,-0.0855279603663039,-0.1238282013929476,-0.550737610591812,0.5222168888261791,-0.4332494793393905,-0.8437663966013013,-0.4047985088962712,0.2272941533881592,0.5508899221823979,-0.6097158203993293,0.1908283927365235,round_4,phase3,7,1,D1_1,0
-1.684421706262072,-1.97223952507396,-1.6089527848344916,-0.3694361131771986,-0.7045943123713998,-0.2086407204275394,0.5385254363588605,-0.3992539830161771,-0.1950650733667172,-0.1039337004681637,-0.3296352966558961,-0.8535053265485754,0.0686187703986253,round_4,phase2,7,1,D1_1,0
-1.53327954693776,-1.056163186764104,-0.4847069664285401,-0.4556260897929531,-0.6772593607358834,-0.6408103870101942,-1.028930425307447,-0.6257912335976101,-0.2220146846920837,0.9744662590091742,-0.3516883744829837,-0.748367136965595,-0.5394673758391332,round_4,phase1,7,1,D1_1,0
-0.6985818288208729,-0.996347234461885,-0.9749159017499872,1.3371228343015686,-0.3364201993468254,3.0393734306320987,0.6121294890540022,0.3735765950322457,0.069406697212775,1.055128361294698,-0.0925678992964406,-1.3322284207639,0.0732097016812451,round_1,phase3,7,1,D1_1,0
-1.386057472777625,-0.5750629417986535,-1.229548072991758,-1.2824165078947465,0.1118200650339102,2.2658375375854245,-0.4705586125663373,-0.9145054071164328,-1.5197694076033712,1.6086903435947817,-0.3797686481919054,-0.6819244536043984,-0.7080594783213588,round_1,phase2,7,1,D1_1,0
0.1963805144719455,-1.825334095650737,0.7924686294324009,0.1650602175707578,-0.0783985765227307,1.6842207025295397,-0.0982434063479786,-0.5832807459131357,-1.0740407388535669,4.542776245084866,1.0900876118649343,-0.5329378374157119,-0.4191668462327682,round_1,phase1,7,1,D1_1,0
-1.7144744860864567,-1.3926417409157208,-1.235200313308778,-0.3338244175683824,-1.027754708318562,-0.6146704683488128,0.3490162612740627,-0.2544672300297381,0.9717925932081783,-1.143037406510644,-0.925056305081396,-0.6905234810474508,-1.065580843748584,round_3,phase3,8,0,D1_1,0
-1.9298261810860544,-1.345863484503126,-1.1476135273415071,1.5772597774597936,-1.0907712722529024,1.165554723070592,0.5623358449388092,-0.3386379456170337,0.3500795317331443,-1.0658460460400885,-0.7011945412688314,-0.2647451147832027,0.2891861513377886,round_3,phase2,8,0,D1_1,0
-1.470429545867081,1.8163786006196048,0.1403294975290748,3.8205407901417496,-1.100331056238146,-0.828924093798866,0.4881886250223891,1.0277991891761131,-0.1124441713920348,-0.8533348869097608,-0.704298430066069,-1.0557934709385164,0.7518806197346642,round_3,phase1,8,0,D1_1,0
-1.873322499678587,-0.6003686714384437,-0.5918079108564446,-0.4741430640289215,-1.0307399416646086,-0.1755181367166408,0.5462617835280464,0.825738081723214,-0.7882287370513191,-0.6267291090221578,-0.3758720399845207,-0.6026576263668799,3.7397509545660386,round_2,phase3,8,0,D1_1,0
-1.8704608533026297,-0.621309098105702,-1.729393723854793,2.310007915798093,-0.9706502554365772,0.0988977211081001,0.5730356035257054,-0.5871825574408118,0.8683792097778967,-1.2927637072309894,0.0386861392416377,-1.30787004419819,-0.67882499319995,round_2,phase2,8,0,D1_1,0
-1.521408165143775,-0.6551548253663849,-0.7942206683876046,-0.5878677253158359,-1.0788285335431171,-0.7110667516624278,0.5909414957234826,1.3354094197989217,0.3975535931643356,-0.8403581082633809,-0.9174362174857464,-1.051462130064905,0.6154953292115504,round_2,phase1,8,0,D1_1,0
-1.7573283967805016,-1.907991662082474,-1.4815247386764203,1.079574694746401,-0.8954496578253058,-0.0008699020430995,0.7774464886996036,0.1367429635968844,0.9453534759537944,-0.8407313190945822,0.4746961694927292,-1.0682952390955256,0.1130774961495271,round_4,phase3,8,0,D1_1,0
-1.8332183016114416,-0.2716036379403895,-2.8926679336571715,-0.6723653002487009,-1.0240776821813795,-0.1478428871905783,0.4745043593878275,-0.4663068724566631,0.1884677704769743,-1.3700617719690529,-0.4200492770970139,-0.780204920767463,-0.6902306167514626,round_4,phase2,8,0,D1_1,0
-1.5450226830262,-0.5645751874222045,-1.263148525252548,0.8780833787273291,-1.0426985738858388,-0.788091129965315,0.4708755042241684,0.1660164198955245,0.075870320410925,-0.7372865201985633,-0.4328084752841306,-0.6947132695347611,0.3506672653113599,round_4,phase1,8,0,D1_1,0
-1.815894270695476,2.8939704930670795,0.3738877403735032,-0.6496217501197151,-0.8653731462536276,-0.9687294601944724,0.8056998605556445,0.494460101654481,0.2272652274457843,-1.4106323121078452,0.3664837538739305,-2.0922778448863073,-0.2130734499041245,round_1,phase3,8,0,D1_1,0
-1.9844652515588304,4.854385387051515,-0.3184002485051962,-0.259515641650053,-1.0729327133949802,-0.3912224262096933,0.5355545387520807,0.2746715990077235,-0.2719213575514699,-0.3106662143766797,-0.5492418167484727,0.9723890321066474,0.9120955312311309,round_1,phase2,8,0,D1_1,0
-1.6937461841866792,-1.1886565514738234,-0.4711400565759347,2.0620314376721662,-1.2625284585877623,-0.8182557418770818,0.1310079867019661,-0.0448458017904413,0.022756119417522,2.1853214961187737,-0.7284504564469522,-0.4894063399515737,0.0473420535024338,round_1,phase1,8,0,D1_1,0
-1.575581556299904,-1.298315818448166,0.9371046680279242,-0.0126186866302149,-0.5005307087359254,-0.3723943475922633,0.4652692705880527,-0.4819408164840709,1.0652294160696365,1.3134877906583378,-0.5737040654754612,-0.4942122751142254,-0.957307471820942,round_3,phase3,9,1,D1_1,0
