Round,Phase,Individual,Puzzler,Cohort,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3
round_2,phase1,20,0,D1_2,0,0.9999979858861499,1.1394816418234233e-11,2.2668029448146737e-10,2.013875775985102e-06
round_4,phase3,20,0,D1_2,2,0.00025863343023554714,0.003575527541201566,0.7377199314672754,0.25844590756128744
round_4,phase2,20,0,D1_2,2,0.001686670231103009,0.0014757335874185985,0.7611682053901881,0.23566939079128948
round_4,phase1,20,0,D1_2,1,0.00016490469877647823,0.9961625909018603,3.731514539457873e-08,0.0036724670842167508
round_1,phase3,20,0,D1_2,1,0.0014203006952877657,0.7439782774987125,0.2504187722472867,0.004182649558712526
round_1,phase2,20,0,D1_2,2,0.014341033725073178,5.262477350822035e-08,0.9856588816063685,3.20437858700351e-08
round_1,phase1,20,0,D1_2,2,0.004701515880486544,1.3688266412366807e-11,0.9290566763209169,0.06624180778490933
round_3,phase3,21,1,D1_3,1,0.005760463281481807,0.8365287155746305,1.4423617720742121e-06,0.15770937878211605
round_3,phase2,21,1,D1_3,1,0.0025395363816590644,0.6954583436747143,0.005068565810492433,0.2969335541331349
round_3,phase1,21,1,D1_3,3,0.0011453583943887592,4.213460227755501e-05,4.044931235194462e-06,0.9988084620720981
round_2,phase3,21,1,D1_3,1,0.004831157694072448,0.985868073064406,0.007179329370849411,0.002121439870672563
round_2,phase2,21,1,D1_3,1,0.0003983215737511923,0.7238607179307835,0.24672158583475398,0.029019374660710643
round_2,phase1,21,1,D1_3,1,0.0002285368863504908,0.9993943322589784,6.011699599587045e-11,0.0003771307945554297
round_4,phase3,21,1,D1_3,1,0.0014217144286292518,0.5633133254241321,3.118154291851253e-07,0.4352646483318107
round_4,phase2,21,1,D1_3,3,0.0287949320033554,0.27203526697210295,0.0336326112443786,0.665537189780163
round_4,phase1,21,1,D1_3,0,0.9999997295539639,1.9750901049711677e-24,4.331063386186668e-12,2.7044170570303705e-07
round_1,phase3,21,1,D1_3,2,0.015236298100570209,6.260589189118715e-05,0.9838220915233931,0.0008790044841457699
round_1,phase2,21,1,D1_3,2,0.00025091342991123884,4.505742636689795e-08,0.9997490361592168,5.353446587393567e-09
round_1,phase1,21,1,D1_3,2,0.012670278526904357,5.642927693051162e-08,0.9567830359379005,0.030546629105919897
round_3,phase3,22,0,D1_3,3,0.060755257120986415,0.0043051726965666936,3.569118792997161e-05,0.9349038789945174
round_3,phase2,22,0,D1_3,2,0.0003361088451796173,0.0064127659548981145,0.6722658657741378,0.32098525942578304
round_3,phase1,22,0,D1_3,1,0.0021604100136342935,0.9751249843314796,3.651596904455712e-07,0.02271424049519709
round_2,phase3,22,0,D1_3,0,0.9999946316146584,2.2385053921139117e-08,5.332782031185713e-06,1.3218256337059995e-08
round_2,phase2,22,0,D1_3,2,0.0014386935604710272,9.032626056772742e-05,0.9984350597661411,3.592041281851917e-05
round_2,phase1,22,0,D1_3,2,0.015908205183389208,0.06186573219472261,0.6700402573694242,0.2521858052524642
round_4,phase3,22,0,D1_3,1,0.009957601891435469,0.7214743751005361,0.004677151356039165,0.2638908716519891
round_4,phase2,22,0,D1_3,1,0.004914072894955585,0.7520629125127319,0.048546616880533675,0.1944763977117797
round_4,phase1,22,0,D1_3,3,0.00550323426428288,1.900008902165637e-07,1.0271637321701086e-08,0.9944965654631881
round_1,phase3,22,0,D1_3,3,0.030263547350462463,1.2516562671845197e-11,2.6184814765613538e-15,0.9697364526370212
round_1,phase2,22,0,D1_3,2,6.428896261144672e-05,1.5920159076856632e-07,0.9999217289157047,1.3822920091368816e-05
round_1,phase1,22,0,D1_3,1,0.006849970062258956,0.6369710919219932,0.34489591999829283,0.011283018017456077
round_3,phase3,23,0,D1_3,1,0.004492779605185976,0.8680943924257655,0.0013434451366970037,0.12606938283235186
round_3,phase2,23,0,D1_3,1,0.0007594607898956083,0.8179559786099362,0.17065536913627477,0.010629191463892454
round_3,phase1,23,0,D1_3,3,0.0009594994204603915,6.481079442832193e-06,0.0006617840272412231,0.9983722354728543
round_2,phase3,23,0,D1_3,2,0.08015448456463609,0.12388293279000778,0.7944060103048198,0.0015565723405357587
round_2,phase2,23,0,D1_3,3,0.003743714729931502,0.2692533464837084,2.545028612156743e-05,0.7269774885002401
round_2,phase1,23,0,D1_3,3,0.000565709369851207,7.945130410888862e-06,0.0022475062804797013,0.9971788392192599
round_4,phase3,23,0,D1_3,3,0.00042839326583668226,0.0005678519802163155,0.00035055705988839333,0.9986531976940571
round_4,phase2,23,0,D1_3,2,0.006641501410824674,0.0011081066141510067,0.76694134521314,0.22530904676188288
round_4,phase1,23,0,D1_3,0,0.999999966591855,4.0756616091682734e-16,1.4422639088710998e-11,3.3393721269517554e-08
round_1,phase3,23,0,D1_3,1,0.04185584344627932,0.9520908164071316,0.000996324832478409,0.005057015314111956
round_1,phase2,23,0,D1_3,0,0.9991849859907064,2.937171756137621e-13,0.0008150140088985449,1.0100563972570263e-13
round_1,phase1,23,0,D1_3,3,0.00015057938612927417,2.94151191064983e-05,0.00024820350618017385,0.9995718019885835
round_3,phase3,24,1,D1_3,1,0.0011025562052854134,0.9357366419055,3.808911805160348e-06,0.06315699297740772
round_3,phase2,24,1,D1_3,1,0.00375369823652523,0.8424826491364645,0.13918067438903325,0.014582978237976836
round_3,phase1,24,1,D1_3,2,0.0023689449811043536,1.2138255672401695e-13,0.9976310548556665,1.63109201501879e-10
round_2,phase3,24,1,D1_3,1,0.0007951533201552658,0.9127562088791772,0.00013315554023284686,0.08631548226043316
round_2,phase2,24,1,D1_3,1,0.12338482036229552,0.7316196576851453,0.00012760179937698073,0.14486792015318342
round_2,phase1,24,1,D1_3,0,0.9999866679754252,2.258508832351549e-07,1.4190953622023748e-07,1.2964264154067767e-05
round_4,phase3,24,1,D1_3,3,8.596700495477411e-05,3.832239843505376e-08,1.0719886191123372e-07,0.9999138874737847
round_4,phase2,24,1,D1_3,3,0.027362787900176565,0.01132862993052425,7.42573690751993e-11,0.9613085820950433
round_4,phase1,24,1,D1_3,3,8.735155067094442e-05,1.5661297240711758e-09,3.213044436137345e-07,0.9999123255787543
round_1,phase3,24,1,D1_3,2,0.0032772647093793953,4.692881944096736e-05,0.9965551153590122,0.00012069111216711345
round_1,phase2,24,1,D1_3,2,0.0029836807922149033,9.041917528087356e-07,0.9260093766957258,0.0710060383203049
round_1,phase1,24,1,D1_3,2,0.0035617895843114904,0.37990710368787933,0.5771434120898615,0.039387694637947245
round_3,phase3,25,0,D1_5,3,0.0015383121117496467,1.1812742008297332e-06,0.00010487722952969109,0.9983556293845185
round_3,phase2,25,0,D1_5,2,0.0227942714311212,1.0421807593121588e-08,0.9772048962537632,8.218933088375145e-07
round_3,phase1,25,0,D1_5,1,0.0010759308888631431,0.9595157323411584,0.01898659787013334,0.020421738899844336
round_2,phase3,25,0,D1_5,0,0.9999998048342653,1.9810012008891924e-11,1.700332462676641e-07,2.5112676909852696e-08
round_2,phase2,25,0,D1_5,3,0.0013435531400313144,6.004085637607872e-15,0.0012827662741088416,0.9973736805858525
round_2,phase1,25,0,D1_5,1,0.00024899015384302977,0.9687318537316577,0.007813166184237458,0.023205989930262436
round_4,phase3,25,0,D1_5,0,0.9764708296705669,6.255395432247498e-10,0.022544337633890906,0.0009848320700014041
round_4,phase2,25,0,D1_5,3,0.008037023396342905,0.0014587194821610177,0.12699880044564246,0.8635054566758521
round_4,phase1,25,0,D1_5,3,0.0018612081547361946,0.040094289831971074,0.002739736797692929,0.9553047652155989
round_1,phase3,25,0,D1_5,2,0.020639827384721327,0.19588592073464825,0.7678567285701207,0.015617523310511085
round_1,phase2,25,0,D1_5,1,0.0002478764833659619,0.9766826849664056,5.16727465952191e-05,0.023017765803633277
round_1,phase1,25,0,D1_5,1,0.12340343419521782,0.8757815621537626,8.150810045495922e-09,0.0008149955002087875
round_3,phase3,26,1,D1_5,0,0.9964829953274904,1.1095966828410607e-08,0.00019332631982693188,0.0033236672567159608
round_3,phase2,26,1,D1_5,3,0.032394157765126365,0.32714485971512935,7.879270275506966e-05,0.6403821898169897
round_3,phase1,26,1,D1_5,3,5.538853169514188e-07,4.18805197541709e-14,1.247024572030072e-06,0.9999981990900702
round_2,phase3,26,1,D1_5,1,0.06832920148383717,0.9157437951272269,0.0039346426375764625,0.0119923607513606
round_2,phase2,26,1,D1_5,2,0.0021338094454684798,4.58540939998054e-10,0.9978661884409148,1.6550756501413996e-09
round_2,phase1,26,1,D1_5,3,0.0011946385614791655,0.00017879885070185047,3.032344265828259e-07,0.9986262593533923
round_4,phase3,26,1,D1_5,1,0.005713760933797782,0.9875473988671528,0.0022256639953932523,0.004513176203656958
round_4,phase2,26,1,D1_5,2,0.005810268762908979,0.011982523236366591,0.9792675597572271,0.0029396482434986696
round_4,phase1,26,1,D1_5,3,0.006785323448991521,1.1537706397202273e-05,0.006999539247545123,0.9862035995970664
round_1,phase3,26,1,D1_5,3,0.18830065876254207,0.30522566125636963,0.002119021768730751,0.504354658212358
round_1,phase2,26,1,D1_5,2,0.002364162600941682,3.3869108834548476e-10,0.997634843406664,9.936537045396835e-07
round_1,phase1,26,1,D1_5,1,0.02075750449212712,0.9078976739894623,0.00018090158129342834,0.07116391993711807
