Round,Phase,Individual,Puzzler,Cohort,pa_score,na_score,emotional_cluster_id,emotional_cluster,prob_emotional_0,prob_emotional_1,prob_emotional_2,prob_emotional_3
round_3,phase2,3,1,D1_4,4.8,1.3333333333333333,3,Alert/Anxious,2.990183109374289e-06,0.4253659676556181,1.2104972427633605e-19,0.574631042161272
round_3,phase1,3,1,D1_4,4.0,0.8333333333333334,0,Engaged/Calm,0.9636675724633161,0.009584516689273369,2.44136134580103e-10,0.026747910603274364
round_2,phase3,3,1,D1_4,3.4,0.8333333333333334,0,Engaged/Calm,0.9531552782879869,0.017317317145059456,1.600423686630302e-06,0.029525804143266967
round_2,phase2,3,1,D1_4,4.8,0.8333333333333334,0,Engaged/Calm,0.9670372476654794,0.004749624910910372,1.0415316687103483e-16,0.02821312742361034
round_2,phase1,3,1,D1_4,4.0,0.8333333333333334,0,Engaged/Calm,0.9636675724633161,0.009584516689273369,2.44136134580103e-10,0.026747910603274364
round_4,phase3,3,1,D1_4,3.2,0.8333333333333334,0,Engaged/Calm,0.9473396312075726,0.021336084206055053,1.9635157592077247e-05,0.03130464942878035
round_4,phase2,3,1,D1_4,4.8,0.8333333333333334,0,Engaged/Calm,0.9670372476654794,0.004749624910910372,1.0415316687103483e-16,0.02821312742361034
round_4,phase1,3,1,D1_4,3.8,0.8333333333333334,0,Engaged/Calm,0.961109949599683,0.011603980962372262,5.641991833864734e-09,0.0272860637959529
round_1,phase3,3,1,D1_4,3.8,0.8333333333333334,0,Engaged/Calm,0.961109949599683,0.011603980962372262,5.641991833864734e-09,0.0272860637959529
round_1,phase2,3,1,D1_4,4.2,1.0,0,Engaged/Calm,0.831143061014584,0.091045031674333,1.9237630288047865e-11,0.07781190729184513
round_1,phase1,3,1,D1_4,4.0,0.8333333333333334,0,Engaged/Calm,0.9636675724633161,0.009584516689273369,2.44136134580103e-10,0.026747910603274364
round_3,phase3,4,0,D1_4,3.0,1.1666666666666667,1,Tense/Stressed,0.007223630984937517,0.8280718575410677,2.8236620921305415e-05,0.16467627485307343
round_3,phase2,4,0,D1_4,3.6,1.3333333333333333,1,Tense/Stressed,1.6091489875848994e-06,0.6878657659860186,6.669314706650697e-11,0.3121326247983006
round_3,phase1,4,0,D1_4,3.8,1.0,0,Engaged/Calm,0.7956210564478771,0.12753663704689422,1.219710917260251e-08,0.07684229430811969
round_2,phase3,4,0,D1_4,3.6,1.0,0,Engaged/Calm,0.7715245389356702,0.15118304789336895,2.2217194537472886e-07,0.07729219099901526
round_2,phase2,4,0,D1_4,3.8,1.0,0,Engaged/Calm,0.7956210564478771,0.12753663704689422,1.219710917260251e-08,0.07684229430811969
round_2,phase1,4,0,D1_4,3.6,1.0,0,Engaged/Calm,0.7715245389356702,0.15118304789336895,2.2217194537472886e-07,0.07729219099901526
round_4,phase3,4,0,D1_4,3.0,0.8333333333333334,0,Engaged/Calm,0.9397874043850564,0.026421920803413372,0.00019491710282980524,0.03359575770870044
round_4,phase2,4,0,D1_4,4.0,1.0,0,Engaged/Calm,0.8153446556612804,0.10766609456395956,5.39432750811623e-10,0.07698924923532727
round_4,phase1,4,0,D1_4,3.4,1.0,0,Engaged/Calm,0.7426082736666765,0.17913130721323203,3.256284630511505e-06,0.07825716283546101
round_1,phase3,4,0,D1_4,3.6,1.0,0,Engaged/Calm,0.7715245389356702,0.15118304789336895,2.2217194537472886e-07,0.07729219099901526
round_1,phase2,4,0,D1_4,3.6,1.0,0,Engaged/Calm,0.7715245389356702,0.15118304789336895,2.2217194537472886e-07,0.07729219099901526
round_1,phase1,4,0,D1_4,3.6,1.0,0,Engaged/Calm,0.7715245389356702,0.15118304789336895,2.2217194537472886e-07,0.07729219099901526
round_3,phase3,5,0,D1_6,3.0,0.8333333333333334,0,Engaged/Calm,0.9397874043850564,0.026421920803413372,0.00019491710282980524,0.03359575770870044
round_3,phase2,5,0,D1_6,4.0,1.8333333333333333,3,Alert/Anxious,1.7682394314531543e-28,0.002796246436868457,5.948510637472414e-29,0.9972037535631316
round_3,phase1,5,0,D1_6,2.6,0.8333333333333334,0,Engaged/Calm,0.9095570440895332,0.0406927757630985,0.010063206037278307,0.039686974110090006
