PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,Round,Phase,Individual,Puzzler,Cohort
-0.15163426733351923,2.9553469290869763,1.8815526069683433,-1.2686701524641921,1.7017507923082857,1.5222136902746,0.8287158430858909,-0.07529281754401629,-0.7823957298480733,0.277872036574171,0.7772237717830007,0.5471351216108201,-1.4334745783151341,-0.8200364564829958,1.3249700029719793,0.3346109158733333,-2.7472284400387745,-0.39130301260938344,round_2,phase3,5,0,D1_6
0.1405142678491715,3.6928421194958485,0.021329173286247866,0.4314071493208332,1.1599768228910659,0.06256043874321564,0.5030286026465853,0.46528308838388277,-0.01583222947398458,0.008966129941697648,0.4564028939801661,1.3561533783552375,0.2853220390400522,-1.2881904238598236,0.030773185935956716,-0.0876708382447278,-1.3487748540326976,0.722233839379778,round_2,phase2,5,0,D1_6
-0.10929715456070373,1.9818859556881434,-0.7143685478243206,1.0241863529209638,-0.6844878837525487,-1.4444925767630845,0.6161514803698276,-0.23491466493649998,0.7620965526448329,0.18951926476276085,0.007460625920890021,-0.39289016704525265,-1.9814906573229933,-0.2027598427139643,1.4749115123834098,-0.58039170913519,1.402529422128668,2.2798513252210926,round_2,phase1,5,0,D1_6
3.6627075486517,-1.1802290061819938,0.33555062823570203,-0.9500761671178728,-0.6398517929334882,-1.7691127366414978,0.6367349236183737,-0.11839840388222023,-1.068249876766243,-0.4993202937992882,0.022285582569881432,2.112585674075785,1.0318297711492106,-1.0869683770861422,-0.11709461657475931,-0.4388062539417944,-0.24130077643959902,-1.7167002834162717,round_4,phase3,5,0,D1_6
0.24418588341168196,-1.4163998824125574,1.3395804668656077,-1.1684400755916715,0.8939804704249049,1.3352300581608818,-1.036648542618733,2.332364156186765,-2.839783704015772,-1.0605970738777954,2.8874740957703544,0.15780094462036623,-0.6145856380266578,-0.9295468505481791,-0.9482027794507667,-2.037048862336717,0.0668020690862069,0.33435406882617213,round_4,phase2,5,0,D1_6
-0.23935664411121413,3.9933457963008836,0.4696377213356251,0.7298336062880506,0.2907813596114889,-1.4609272994600002,0.169505203366555,0.002242712775467239,0.5383035252405297,1.9961611029598652,0.5477424958344389,0.32772784167326496,1.8372901959721688,-0.558040112587213,1.385560514657672,0.16520515749696815,-4.274185670067639,-0.14217154598113943,round_4,phase1,5,0,D1_6
-0.3726110923343686,-0.13603270195035738,1.1098747877121884,-0.8578081338558095,-0.07101918921354852,-1.1162547081313106,0.5169531956572107,0.06923395012906933,-0.3338029506594262,-0.33906023845658695,1.646044734250951,0.4603451417294739,-1.3867276625258893,-0.7299372250715053,0.4106720352953691,3.097671020041216,-0.1626442201157597,0.11062892131917594,round_1,phase3,5,0,D1_6
0.38882074416698337,-2.0130455158904526,-0.7113105289576237,-0.348541573522551,1.9590752983273627,-1.8891579582780629,0.2925344674253556,0.2444618870846439,0.7383579030183017,-0.10231681035974938,1.1505069137322825,0.6464350748632046,1.3069666632235815,-0.7577206750789933,0.6872588465843253,1.9829055686213293,0.20081056611407722,-1.0276540184671015,round_1,phase2,5,0,D1_6
0.31060252237684766,-1.349152974107635,0.8839820004025102,-0.8429934598291499,0.36213242180877353,-1.65517454242845,0.2432612508976407,0.9827384146682896,0.4626858091857112,-0.8961086579822991,1.358801837708608,-0.12470203168985641,-0.4047987877081167,-0.9645075544179036,-0.2878052834822481,1.1699311897139664,-0.18738329723253327,0.2829712086729682,round_1,phase1,5,0,D1_6
1.8112518757130607,-1.5062299341604417,-2.7987792728821335,1.0978535056290786,-1.0653174889931045,-1.6999432500013105,0.6919258013464896,0.4948959094834612,0.9701753008265525,-0.22267167037100596,0.11246776023929131,1.3284979110268522,0.4827076369949376,0.4115261119283196,0.4293681694020437,-0.4827298046584376,0.5538700526896979,-0.508625775626436,round_3,phase3,6,1,D1_6
