Round,Phase,Individual,Puzzler,Cohort,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,pa_score,na_score,emotional_cluster_id,emotional_label
round_4,phase3,2,0,D1_4,1,0.0008740589769351,0.9990422233789952,8.371764406923294e-05,1.0,0.8333333333333334,2,Drained/Disengaged
round_4,phase2,2,0,D1_4,2,2.702724674691569e-05,0.0006045375600259,0.9993684351932288,3.6,2.0,3,Tense/Stressed
round_4,phase1,2,0,D1_4,1,0.0375018421516187,0.9609438499760846,0.0015543078722971,2.0,0.8333333333333334,0,Engaged/Calm
round_1,phase3,2,0,D1_4,0,0.999002995510842,7.831708466829633e-16,0.000997004489159,3.0,0.8333333333333334,0,Engaged/Calm
round_1,phase2,2,0,D1_4,0,0.7545204739972519,0.0187209949250864,0.2267585310776628,3.4,0.8333333333333334,0,Engaged/Calm
round_1,phase1,2,0,D1_4,1,0.0510167526004621,0.9415963450319702,0.0073869023675671,2.0,0.8333333333333334,0,Engaged/Calm
round_3,phase3,3,1,D1_4,0,0.5396059372635782,6.037653190546827e-06,0.4603880250832316,3.6,1.1666666666666667,1,Alert/Anxious
round_3,phase2,3,1,D1_4,0,0.8023431361423298,0.0058276034804342,0.1918292603772343,4.8,1.3333333333333333,1,Alert/Anxious
round_3,phase1,3,1,D1_4,0,0.9980232340332446,2.3480435478490523e-05,0.0019532855312783,4.0,0.8333333333333334,0,Engaged/Calm
round_2,phase3,3,1,D1_4,1,0.0065615572798567,0.9907306719229028,0.002707770797239,3.4,0.8333333333333334,0,Engaged/Calm
round_2,phase2,3,1,D1_4,2,0.0006581294490437,2.622051089150953e-06,0.9993392484998658,4.8,0.8333333333333334,0,Engaged/Calm
round_2,phase1,3,1,D1_4,0,0.999689261851969,6.402796682409971e-11,0.0003107380840051,4.0,0.8333333333333334,0,Engaged/Calm
round_4,phase3,3,1,D1_4,1,0.0001197707636673,0.993201847994196,0.0066783812421363,3.2,0.8333333333333334,0,Engaged/Calm
round_4,phase2,3,1,D1_4,2,0.0004785421271395,0.1049182012776722,0.8946032565951874,4.8,0.8333333333333334,0,Engaged/Calm
round_4,phase1,3,1,D1_4,1,0.1344906088638995,0.8513702683008768,0.0141391228352235,3.8,0.8333333333333334,0,Engaged/Calm
round_1,phase3,3,1,D1_4,2,0.0036101749135276,0.2676554276079444,0.7287343974785276,3.8,0.8333333333333334,0,Engaged/Calm
round_1,phase2,3,1,D1_4,2,2.2538520543354827e-06,1.0446197188217618e-05,0.9999872999507564,4.2,1.0,0,Engaged/Calm
round_1,phase1,3,1,D1_4,0,0.5891979410746071,0.0001964643025397,0.4106055946228514,4.0,0.8333333333333334,0,Engaged/Calm
round_3,phase3,4,0,D1_4,0,0.9999994479338202,1.944763952555572e-08,5.326185409289434e-07,3.0,1.1666666666666667,1,Alert/Anxious
round_3,phase2,4,0,D1_4,2,5.6898262363057566e-05,3.71347609403789e-10,0.9999431013662896,3.6,1.3333333333333333,1,Alert/Anxious
