epoch,loss
1,0.6213097618317899
2,0.15710771681717883
3,0.11072922268031556
4,0.09282122846738791
5,0.07931223668066072
6,0.07100813794467184
7,0.06172395203216576
8,0.05538389031533842
9,0.0520930284243307
10,0.0518919784621692
11,0.050086850139461916
12,0.04909537212900174
13,0.048820136551871715
14,0.04764765091700318
15,0.04774558217621144
16,0.04675039446648256
17,0.04644645980478805
18,0.04596000104958629
19,0.04701737852560149
20,0.04579885322370647
21,0.044553168577912416
22,0.044181083984397074
23,0.044335837211505864
24,0.043536086923178334
25,0.04302247682655299
26,0.045002787937352684
27,0.043060787619999895
28,0.04345490351135348
29,0.04200363352342888
30,0.04180950786412498
