epoch,loss
1,0.5630077051895636
2,0.10704120579693052
3,0.05857427841351356
4,0.03342366423227905
5,0.020521494065537865
6,0.011935487056128036
7,0.008574789510694918
8,0.007631169666570646
9,0.007026254785833535
10,0.006845416340195102
11,0.0064612908438308
12,0.007651236155472788
13,0.006727601045075758
14,0.007169867727767538
15,0.006824879895573781
16,0.006662917570613417
17,0.006385577900082241
18,0.006004634491501399
19,0.0061312467204751794
20,0.005967491866882752
21,0.006014893803009649
22,0.006064316413054864
23,0.005805595076562446
24,0.005950590486373798
25,0.006589012444709186
26,0.006675984227546939
27,0.005629087119926641
28,0.00909822605504298
29,0.009136349629656768
30,0.006399115674013709
