epoch,loss
1,0.5751188467314214
2,0.08587931528871443
3,0.05069945416884658
4,0.033459830592259945
5,0.029601881901423138
6,0.027909537846291507
7,0.027273140088827523
8,0.026948095241814483
9,0.02609848532319805
10,0.025810385559812004
11,0.025720533167506443
12,0.02536607501499447
13,0.02584159581197633
14,0.02540757355314714
15,0.025641638785600662
16,0.025341925349224498
17,0.02519426683400884
18,0.025037640820682786
19,0.024751581550564294
20,0.02460925885832604
21,0.025319403520336858
22,0.024704430528261042
23,0.024899773805597682
24,0.02476708503600992
25,0.02514160700418331
26,0.024555484867758222
27,0.024760274814418805
28,0.026033337423462928
29,0.025442323773915386
30,0.02552917165060838
