epoch,loss
1,0.5624068692142581
2,0.11754561574370773
3,0.03502728631375013
4,0.02519916609665494
5,0.020596264413109532
6,0.017262170183253878
7,0.015278038948222442
8,0.01310850023349494
9,0.012565499780998553
10,0.01202644434194138
11,0.011903272631267706
12,0.011093400602723345
13,0.011477591814818206
14,0.009800843020648133
15,0.00866155391903939
16,0.008302693818638355
17,0.008463200595643785
18,0.007720130771674492
19,0.00754357035053365
20,0.007298401499420036
21,0.007418081371320618
22,0.007453709035927867
23,0.007465175134532246
24,0.007126439408755597
25,0.007265357559339868
26,0.007305505639517013
27,0.006189171443290916
28,0.006026657464925522
29,0.006555733811340214
30,0.0068686384431741855
