epoch,loss
1,0.6544097617820457
2,0.17458808900397502
3,0.11908971481485131
4,0.09671305993824829
5,0.0777668144415926
6,0.062270120062209944
7,0.05522654628680076
8,0.051900697159178465
9,0.04737730315070093
10,0.045427563979669856
11,0.054609809484746724
12,0.04519123170110914
13,0.04423011448464276
14,0.04405026156225322
15,0.043993414046219835
16,0.043982824264669124
17,0.04300348796410325
18,0.04305273975119179
19,0.04443158719826628
20,0.04435004201936133
21,0.04241374903071074
22,0.041856067922012304
23,0.04226246540561134
24,0.042520639613086796
25,0.04167687350217207
26,0.04138496628514043
27,0.04206652879531001
28,0.04283192211095198
29,0.041339189320066826
30,0.04169270971123083
