k,silhouette,bic,aic,selected
2,0.28008317947387695,6231.363078024435,6160.246017456055,True
3,0.2874564528465271,6256.102878579288,6147.5557861328125,False
4,0.19025573134422302,6237.72761260582,6091.75048828125,False
5,0.19688895344734192,6260.717840406766,6077.310684204102,False
6,0.22220726311206818,6309.156615570993,6088.319427490234,False
7,0.1426999717950821,6338.663109241081,6080.395889282227,False
8,0.19276705384254456,6374.938188116246,6079.240936279297,False
