epoch,loss
1,0.5649368378483219
2,0.10244784669743644
3,0.050448671673183086
4,0.025375272020881558
5,0.012729709795503705
6,0.00933455246972081
7,0.008355321328121203
8,0.007749193106536512
9,0.006829044695391699
10,0.006676658401610675
11,0.006762497914656077
12,0.007634421344846487
13,0.006419275318168932
14,0.006320737279307695
15,0.006284336438747468
16,0.006322122937827198
17,0.006695392271388828
18,0.006743012910225877
19,0.005986313577051516
20,0.005658844836562136
21,0.005987478523618645
22,0.006484194187286459
23,0.006548539534165168
24,0.00573921216548317
25,0.0056166831507451
26,0.005531205341541841
27,0.006294484267494193
28,0.009954771360405434
29,0.006919501728757664
30,0.005772256548229007
