epoch,loss
1,0.5536232288972831
2,0.22285020204237949
3,0.1095767433260694
4,0.04403990631302198
5,0.0337266747230365
6,0.02995479902551498
7,0.02705090782708592
8,0.02393194989381749
9,0.021741300016457653
10,0.020734812558433156
11,0.0189678691741493
12,0.01807851289157514
13,0.01709951377577252
14,0.01734602943430712
15,0.017114955506482978
16,0.01586362739082104
17,0.016409860475471726
18,0.017010913517924
19,0.015193931298491396
20,0.014942917834829402
21,0.014741244760376436
22,0.014684784513564758
23,0.01456905858890142
24,0.014467350356740715
25,0.014556114308903982
26,0.014312425490330767
27,0.014456061462377325
28,0.014358758937889411
29,0.014258844433007416
30,0.014264076051336748
