epoch,loss
1,0.47308714632634763
2,0.0993805056736793
3,0.047569960700692956
4,0.02101150997856885
5,0.00987121371989265
6,0.00757744979619244
7,0.006406784391053665
8,0.0057322875636825225
9,0.005104454791886203
10,0.004765907210516341
11,0.005913779162514357
12,0.004324888652420522
13,0.0038831827725157326
14,0.003808372541917143
15,0.004056680119699902
16,0.00444608256738219
17,0.004297537803879858
18,0.008175037761023383
19,0.010673748593731427
20,0.006039820852930899
21,0.0034001514424834354
22,0.0026814230792454362
23,0.0026383550613428707
24,0.002504562795231188
25,0.0025018535907966673
26,0.002461587719872226
27,0.0023265631947045526
28,0.0025200895579922714
29,0.005645401114712895
30,0.006560157789032401
